clust
s0120.insilicoRefs.unique.sorted.bam	3
s0121.insilicoRefs.unique.sorted.bam	3
s0122.insilicoRefs.unique.sorted.bam	3
s0123.insilicoRefs.unique.sorted.bam	3
s0124.insilicoRefs.unique.sorted.bam	3
s0125.insilicoRefs.unique.sorted.bam	3
s0126.insilicoRefs.unique.sorted.bam	3
s0127.insilicoRefs.unique.sorted.bam	3
s0128.insilicoRefs.unique.sorted.bam	3
s0129.insilicoRefs.unique.sorted.bam	3
s0130.insilicoRefs.unique.sorted.bam	3
s0131.insilicoRefs.unique.sorted.bam	3
s0132.insilicoRefs.unique.sorted.bam	3
s0133.insilicoRefs.unique.sorted.bam	3
s0134.insilicoRefs.unique.sorted.bam	3
s0135.insilicoRefs.unique.sorted.bam	3
s0136.insilicoRefs.unique.sorted.bam	3
s0137.insilicoRefs.unique.sorted.bam	3
s0138.insilicoRefs.unique.sorted.bam	3
s0139.insilicoRefs.unique.sorted.bam	3
s0140.insilicoRefs.unique.sorted.bam	3
s0141.insilicoRefs.unique.sorted.bam	3
s0142.insilicoRefs.unique.sorted.bam	3
s0143.insilicoRefs.unique.sorted.bam	3
s0144.insilicoRefs.unique.sorted.bam	3
s0145.insilicoRefs.unique.sorted.bam	3
s0146.insilicoRefs.unique.sorted.bam	3
s0147.insilicoRefs.unique.sorted.bam	3
s0148.insilicoRefs.unique.sorted.bam	3
s0149.insilicoRefs.unique.sorted.bam	3
s0150.insilicoRefs.unique.sorted.bam	3
